metric,value
total_customers,2205.0
campaign_response_rate,0.20770975056689342
campaign_responders,458.0
total_revenue_proxy,1338042.0
average_spending,606.821768707483
top_20_customer_revenue_share,0.5227519016592902
average_recency,49.00907029478458
high_recency_customers,563.0
high_discount_sensitivity_customers,749.0
